miRNA	Gene	Score
hsa-miR-3667-3p	FGF22	0.212
hsa-miR-1322	FGF22	0.505
hsa-miR-1322	AMBP	0.433
hsa-miR-6842-3p	FGF22	0.193
hsa-miR-6842-3p	AMBP	0.138
hsa-miR-5189-3p	AMBP	0.826
hsa-miR-5189-3p	FGF22	0.382
hsa-miR-4742-3p	FGF22	0.103
hsa-miR-4742-3p	AMBP	0.076
hsa-miR-4495	AMBP	0.0
hsa-miR-4495	FGF22	0.0
hsa-miR-4518	AMBP	0.0
hsa-miR-4518	FGF22	0.0
hsa-miR-609	FGF22	0.58
hsa-miR-609	AMBP	0.246
hsa-miR-548aw	FGF22	0.175
hsa-miR-548aw	AMBP	0.0
hsa-miR-3609	AMBP	0.0
hsa-miR-3609	FGF22	0.0
hsa-miR-3944-3p	AMBP	0.0
hsa-miR-3944-3p	FGF22	0.137
hsa-miR-7110-5p	FGF22	0.444
hsa-miR-7975	FGF22	0.639
hsa-miR-7975	AMBP	0.129
hsa-miR-548a-3p	FGF22	0.0
hsa-miR-548a-3p	AMBP	0.0
hsa-miR-6126	FGF22	0.762
hsa-miR-6126	AMBP	0.623
hsa-miR-4440	FGF22	0.0
hsa-miR-4440	AMBP	0.06
hsa-miR-1255a	AMBP	0.0
hsa-miR-1255a	FGF22	0.462
hsa-miR-378h	AMBP	0.0
hsa-miR-378h	FGF22	0.0
hsa-miR-7976	AMBP	0.494
hsa-miR-7976	FGF22	0.333
hsa-miR-1468-3p	AMBP	0.0
hsa-miR-1468-3p	FGF22	0.0
hsa-miR-4719	AMBP	0.0
hsa-miR-4719	FGF22	0.0
hsa-miR-4727-5p	AMBP	0.145
hsa-miR-4727-5p	FGF22	0.0
hsa-miR-620	AMBP	0.411
hsa-miR-620	FGF22	0.0
hsa-miR-451b	AMBP	0.0
hsa-miR-451b	FGF22	0.0
hsa-miR-6832-3p	AMBP	0.625
hsa-miR-6832-3p	FGF22	0.337
hsa-miR-4660	AMBP	0.0
hsa-miR-4660	FGF22	0.0
hsa-miR-619-5p	FGF22	0.0
hsa-miR-619-5p	AMBP	0.0
hsa-miR-6838-3p	AMBP	0.006
hsa-miR-6838-3p	FGF22	0.0
hsa-miR-6127	FGF22	0.726
hsa-miR-6127	AMBP	0.0
hsa-miR-597-5p	FGF22	0.0
hsa-miR-597-5p	AMBP	0.113
hsa-miR-550a-3p	FGF22	0.031
hsa-miR-550a-3p	AMBP	0.0
hsa-miR-3144-3p	AMBP	0.0
hsa-miR-3144-3p	FGF22	0.0
hsa-let-7e-5p	AMBP	0.0
hsa-let-7e-5p	FGF22	0.0
hsa-miR-3127-3p	AMBP	0.0
hsa-miR-3127-3p	FGF22	0.372
hsa-miR-4510	AMBP	0.0
hsa-miR-4510	FGF22	0.0
hsa-miR-4301	AMBP	0.0
hsa-miR-4301	FGF22	0.072
hsa-miR-4708-5p	FGF22	0.214
hsa-miR-4708-5p	AMBP	0.0
hsa-miR-8088	AMBP	0.0
hsa-miR-8088	FGF22	0.11
hsa-miR-1227-5p	FGF22	1.094
hsa-miR-1227-5p	AMBP	0.0
hsa-miR-5189-5p	AMBP	0.033
hsa-miR-5189-5p	FGF22	0.0
hsa-let-7f-1-3p	FGF22	0.0
hsa-let-7f-1-3p	AMBP	0.0
hsa-miR-8063	FGF22	0.0
hsa-miR-8063	AMBP	0.0
hsa-miR-760	FGF22	0.392
hsa-miR-760	AMBP	0.004
hsa-miR-583	AMBP	0.0
hsa-miR-583	FGF22	0.0
hsa-let-7c-3p	AMBP	0.0
hsa-let-7c-3p	FGF22	0.0
hsa-miR-611	AMBP	0.0
hsa-miR-611	FGF22	0.0
hsa-miR-203b-3p	FGF22	0.0
hsa-miR-203b-3p	AMBP	0.0
hsa-miR-1296-3p	AMBP	0.0
hsa-miR-1296-3p	FGF22	0.207
hsa-miR-4724-5p	FGF22	0.0
hsa-miR-4724-5p	AMBP	0.139
hsa-miR-4703-5p	AMBP	0.0
hsa-miR-4703-5p	FGF22	0.0
hsa-miR-4700-3p	AMBP	0.0
hsa-miR-4700-3p	FGF22	0.0
hsa-miR-4287	FGF22	0.748
hsa-miR-4287	AMBP	0.222
hsa-miR-6843-3p	FGF22	0.0
hsa-miR-6843-3p	AMBP	0.0
hsa-miR-3929	AMBP	0.185
hsa-miR-3929	FGF22	0.0
hsa-miR-631	FGF22	0.4
hsa-miR-631	AMBP	0.0
hsa-miR-7846-3p	AMBP	0.0
hsa-miR-7846-3p	FGF22	0.073
hsa-miR-3921	FGF22	0.232
hsa-miR-3921	AMBP	0.079
hsa-miR-6737-3p	AMBP	0.022
hsa-miR-6737-3p	FGF22	0.49
hsa-miR-125b-1-3p	FGF22	0.0
hsa-miR-125b-1-3p	AMBP	0.109
hsa-miR-4774-5p	AMBP	0.0
hsa-miR-4435	FGF22	0.0
hsa-miR-4435	AMBP	0.0
hsa-miR-6798-3p	FGF22	0.576
hsa-miR-6798-3p	AMBP	0.0
hsa-miR-4266	AMBP	1.199
hsa-miR-4266	FGF22	1.162
hsa-miR-1910-5p	FGF22	0.353
hsa-miR-1910-5p	AMBP	0.0
hsa-miR-4769-3p	FGF22	0.243
hsa-miR-4769-3p	AMBP	0.03
hsa-miR-548ab	AMBP	0.0
hsa-miR-548ab	FGF22	0.0
hsa-miR-181a-3p	AMBP	0.0
hsa-miR-181a-3p	FGF22	0.0
hsa-miR-664a-5p	AMBP	0.0
hsa-miR-664a-5p	FGF22	0.0
hsa-miR-466	AMBP	0.188
hsa-miR-466	FGF22	0.0
hsa-miR-4279	FGF22	1.607
hsa-miR-4279	AMBP	0.807
hsa-miR-219b-3p	AMBP	0.0
hsa-miR-219b-3p	FGF22	0.0
hsa-miR-4425	AMBP	0.178
hsa-miR-4425	FGF22	0.0
hsa-miR-16-2-3p	FGF22	0.0
hsa-miR-16-2-3p	AMBP	0.0
hsa-miR-320a	FGF22	0.0
hsa-miR-320a	AMBP	0.0
hsa-miR-7843-3p	FGF22	0.0
hsa-miR-7843-3p	AMBP	0.0
hsa-miR-1225-5p	AMBP	0.15
hsa-miR-1225-5p	FGF22	0.222
hsa-miR-4288	AMBP	0.892
hsa-miR-4288	FGF22	0.967
hsa-miR-181a-5p	AMBP	0.0
hsa-miR-181a-5p	FGF22	0.0
hsa-miR-4662a-3p	AMBP	0.0
hsa-miR-4662a-3p	FGF22	0.0
hsa-miR-4766-3p	AMBP	0.018
hsa-miR-4766-3p	FGF22	0.0
hsa-miR-1245b-3p	FGF22	0.254
hsa-miR-1245b-3p	AMBP	0.0
hsa-miR-6749-3p	AMBP	0.0
hsa-miR-6749-3p	FGF22	0.892
hsa-miR-1827	FGF22	0.073
hsa-miR-1827	AMBP	0.0
hsa-miR-5695	AMBP	0.0
hsa-miR-5695	FGF22	0.0
hsa-miR-1299	FGF22	0.0
hsa-miR-1299	AMBP	0.0
hsa-miR-374c-3p	AMBP	0.0
hsa-miR-374c-3p	FGF22	0.0
hsa-miR-4701-3p	FGF22	0.239
hsa-miR-4701-3p	AMBP	0.0
hsa-miR-7162-3p	AMBP	0.363
hsa-miR-7162-3p	FGF22	0.837
hsa-miR-6131	AMBP	0.237
hsa-miR-6131	FGF22	1.24
hsa-miR-6845-3p	AMBP	0.0
hsa-miR-6845-3p	FGF22	0.647
hsa-miR-320b	FGF22	0.0
hsa-miR-320b	AMBP	0.0
hsa-miR-505-5p	AMBP	0.911
hsa-miR-505-5p	FGF22	0.0
hsa-miR-4729	FGF22	0.0
hsa-miR-4729	AMBP	0.0
hsa-miR-6781-5p	FGF22	0.424
hsa-miR-6781-5p	AMBP	0.0
hsa-miR-6822-5p	FGF22	0.505
hsa-miR-6822-5p	AMBP	0.242
hsa-miR-192-5p	AMBP	0.369
hsa-miR-192-5p	FGF22	0.0
hsa-miR-3664-5p	AMBP	0.029
hsa-miR-3664-5p	FGF22	0.0
hsa-miR-548l	FGF22	0.0
hsa-miR-548l	AMBP	0.0
hsa-miR-6830-3p	AMBP	0.267
hsa-miR-6830-3p	FGF22	0.397
hsa-miR-1283	AMBP	0.0
hsa-miR-1283	FGF22	0.0
hsa-miR-6729-3p	FGF22	0.38
hsa-miR-6729-3p	AMBP	0.0
hsa-miR-5006-3p	AMBP	0.0
hsa-miR-5006-3p	FGF22	0.404
hsa-miR-5689	FGF22	0.0
hsa-miR-5689	AMBP	0.0
hsa-miR-130b-3p	FGF22	0.0
hsa-miR-130b-3p	AMBP	0.0
hsa-miR-412-3p	AMBP	0.0
hsa-miR-412-3p	FGF22	0.0
hsa-miR-548z	FGF22	0.0
hsa-miR-548z	AMBP	0.0
hsa-let-7c-5p	AMBP	0.0
hsa-let-7c-5p	FGF22	0.0
hsa-miR-377-3p	FGF22	0.0
hsa-miR-377-3p	AMBP	0.0
hsa-miR-6783-3p	AMBP	0.0
hsa-miR-6783-3p	FGF22	0.416
hsa-miR-4319	AMBP	0.575
hsa-miR-4319	FGF22	1.02
hsa-miR-6841-5p	AMBP	0.0
hsa-miR-6841-5p	FGF22	0.03
hsa-miR-374c-5p	FGF22	0.0
hsa-miR-374c-5p	AMBP	0.0
hsa-miR-199b-3p	AMBP	0.011
hsa-miR-199b-3p	FGF22	0.0
hsa-miR-6165	FGF22	0.496
hsa-miR-6165	AMBP	0.351
hsa-miR-454-3p	AMBP	0.0
hsa-miR-454-3p	FGF22	0.0
hsa-miR-4639-3p	AMBP	0.407
hsa-miR-4639-3p	FGF22	0.497
hsa-miR-1278	FGF22	0.213
hsa-miR-1278	AMBP	0.0
hsa-miR-6865-5p	AMBP	0.0
hsa-miR-6865-5p	FGF22	0.0
hsa-miR-5699-3p	AMBP	0.0
hsa-miR-5699-3p	FGF22	0.566
hsa-miR-6746-3p	FGF22	0.272
hsa-miR-6746-3p	AMBP	0.016
hsa-miR-6720-3p	AMBP	0.208
hsa-miR-6720-3p	FGF22	0.33
hsa-miR-874-5p	AMBP	0.0
hsa-miR-874-5p	FGF22	0.0
hsa-miR-6505-3p	FGF22	0.073
hsa-miR-6505-3p	AMBP	0.0
hsa-miR-6849-5p	FGF22	0.0
hsa-miR-6849-5p	AMBP	0.0
hsa-miR-1973	AMBP	0.0
hsa-miR-1973	FGF22	0.0
hsa-miR-4473	AMBP	0.267
hsa-miR-4473	FGF22	0.0
hsa-miR-6786-5p	FGF22	0.411
hsa-miR-6786-5p	AMBP	0.0
hsa-miR-888-3p	AMBP	0.0
hsa-miR-888-3p	FGF22	0.084
hsa-miR-3129-3p	AMBP	0.0
hsa-miR-3129-3p	FGF22	0.0
hsa-miR-6866-5p	FGF22	0.0
hsa-miR-6866-5p	AMBP	0.0
hsa-miR-6888-5p	FGF22	0.311
hsa-miR-6888-5p	AMBP	0.375
hsa-miR-107	FGF22	0.0
hsa-miR-107	AMBP	0.0
hsa-miR-5003-5p	AMBP	0.0
hsa-miR-5003-5p	FGF22	0.0
hsa-miR-4804-5p	AMBP	0.0
hsa-miR-4804-5p	FGF22	0.0
hsa-miR-300	FGF22	0.0
hsa-miR-300	AMBP	0.0
hsa-miR-6507-5p	FGF22	0.0
hsa-miR-6507-5p	AMBP	0.0
hsa-miR-3678-5p	AMBP	0.0
hsa-miR-3678-5p	FGF22	0.404
hsa-miR-6873-3p	FGF22	0.238
hsa-miR-6873-3p	AMBP	0.0
hsa-miR-4733-3p	AMBP	0.0
hsa-miR-4733-3p	FGF22	0.0
hsa-miR-3156-3p	AMBP	0.138
hsa-miR-3156-3p	FGF22	0.137
hsa-miR-4775	AMBP	0.0
hsa-miR-4775	FGF22	0.0
hsa-miR-4671-3p	AMBP	0.005
hsa-miR-4671-3p	FGF22	0.0
hsa-miR-4658	AMBP	0.0
hsa-miR-4658	FGF22	0.002
hsa-miR-7845-5p	FGF22	0.0
hsa-miR-7845-5p	AMBP	0.0
hsa-miR-933	AMBP	0.0
hsa-miR-933	FGF22	0.0
hsa-miR-518c-3p	FGF22	0.0
hsa-miR-518c-3p	AMBP	0.0
hsa-miR-3940-3p	AMBP	0.232
hsa-miR-3940-3p	FGF22	0.294
hsa-miR-4666a-3p	FGF22	0.0
hsa-miR-4666a-3p	AMBP	0.131
hsa-miR-218-2-3p	FGF22	0.204
hsa-miR-218-2-3p	AMBP	0.0
hsa-miR-6742-3p	AMBP	0.381
hsa-miR-6742-3p	FGF22	0.835
hsa-miR-513c-3p	FGF22	0.0
hsa-miR-513c-3p	AMBP	0.0
hsa-miR-519b-5p	AMBP	0.0
hsa-miR-519b-5p	FGF22	0.0
hsa-miR-212-5p	FGF22	0.06
hsa-miR-212-5p	AMBP	0.042
hsa-miR-6796-3p	FGF22	0.195
hsa-miR-6796-3p	AMBP	0.0
hsa-miR-889-3p	AMBP	0.0
hsa-miR-889-3p	FGF22	0.0
hsa-miR-2054	AMBP	0.0
hsa-miR-2054	FGF22	0.0
hsa-miR-6732-3p	FGF22	0.061
hsa-miR-6732-3p	AMBP	0.0
hsa-miR-15a-3p	FGF22	0.207
hsa-miR-15a-3p	AMBP	0.0
hsa-miR-6790-5p	AMBP	0.0
hsa-miR-6790-5p	FGF22	0.0
hsa-miR-3614-3p	FGF22	0.0
hsa-miR-3614-3p	AMBP	0.0
hsa-miR-574-5p	FGF22	0.0
hsa-miR-574-5p	AMBP	0.0
hsa-miR-33a-3p	FGF22	0.0
hsa-miR-33a-3p	AMBP	0.0
hsa-miR-1909-5p	FGF22	0.45
hsa-miR-1909-5p	AMBP	0.0
hsa-miR-548g-3p	AMBP	0.0
hsa-miR-548g-3p	FGF22	0.0
hsa-miR-1226-5p	AMBP	0.0
hsa-miR-1226-5p	FGF22	0.0
hsa-miR-4461	AMBP	0.0
hsa-miR-4461	FGF22	0.0
hsa-miR-5580-3p	FGF22	0.0
hsa-miR-5580-3p	AMBP	0.0
hsa-miR-4657	FGF22	0.0
hsa-miR-4657	AMBP	0.0
hsa-miR-3610	FGF22	0.0
hsa-miR-3610	AMBP	0.0
hsa-miR-4767	FGF22	0.363
hsa-miR-4767	AMBP	0.0
hsa-miR-5095	AMBP	0.367
hsa-miR-5095	FGF22	0.628
hsa-miR-296-3p	FGF22	0.0
hsa-miR-296-3p	AMBP	0.0
hsa-miR-655-5p	FGF22	0.0
hsa-miR-655-5p	AMBP	0.0
hsa-miR-7160-5p	FGF22	0.569
hsa-miR-7160-5p	AMBP	0.239
hsa-miR-6720-5p	FGF22	0.242
hsa-miR-6720-5p	AMBP	0.0
hsa-miR-4423-3p	FGF22	0.0
hsa-miR-4423-3p	AMBP	0.0
hsa-miR-877-3p	FGF22	0.726
hsa-miR-877-3p	AMBP	0.37
hsa-miR-519c-5p	AMBP	0.0
hsa-miR-519c-5p	FGF22	0.0
hsa-miR-6752-3p	FGF22	0.761
hsa-miR-6752-3p	AMBP	0.369
hsa-miR-5008-3p	FGF22	0.635
hsa-miR-5008-3p	AMBP	0.341
hsa-miR-27b-3p	FGF22	0.373
hsa-miR-27b-3p	AMBP	0.194
hsa-miR-208b-3p	AMBP	0.0
hsa-miR-208b-3p	FGF22	0.0
hsa-miR-487b-5p	FGF22	0.346
hsa-miR-487b-5p	AMBP	0.0
hsa-miR-649	FGF22	0.0
hsa-miR-649	AMBP	0.0
hsa-miR-326	FGF22	0.715
hsa-miR-326	AMBP	0.934
hsa-miR-8085	FGF22	0.0
hsa-miR-8085	AMBP	0.0
hsa-miR-24-2-5p	AMBP	0.245
hsa-miR-24-2-5p	FGF22	0.286
hsa-miR-1185-1-3p	AMBP	0.0
hsa-miR-1185-1-3p	FGF22	0.0
hsa-miR-548g-5p	AMBP	0.0
hsa-miR-548g-5p	FGF22	0.0
hsa-miR-6086	AMBP	0.398
hsa-miR-6086	FGF22	0.52
hsa-miR-4800-5p	AMBP	0.0
hsa-miR-4800-5p	FGF22	0.0
hsa-miR-6846-3p	AMBP	0.0
hsa-miR-6846-3p	FGF22	0.5
hsa-miR-3529-3p	AMBP	0.0
hsa-miR-3529-3p	FGF22	0.0
hsa-miR-4661-5p	AMBP	0.0
hsa-miR-4661-5p	FGF22	0.388
hsa-miR-548as-3p	FGF22	0.0
hsa-miR-548as-3p	AMBP	0.0
hsa-miR-6817-5p	AMBP	0.0
hsa-miR-6817-5p	FGF22	0.0
hsa-miR-6500-5p	FGF22	0.0
hsa-miR-6500-5p	AMBP	0.0
hsa-miR-6754-3p	AMBP	0.0
hsa-miR-6754-3p	FGF22	0.346
hsa-miR-5591-3p	AMBP	0.0
hsa-miR-5591-3p	FGF22	0.535
hsa-miR-16-5p	AMBP	0.0
hsa-miR-16-5p	FGF22	0.045
hsa-miR-3159	FGF22	0.085
hsa-miR-3159	AMBP	0.0
hsa-miR-1302	FGF22	0.007
hsa-miR-1302	AMBP	0.0
hsa-miR-558	FGF22	0.267
hsa-miR-558	AMBP	0.926
hsa-miR-514b-3p	AMBP	0.0
hsa-miR-514b-3p	FGF22	0.327
hsa-miR-4723-5p	AMBP	0.0
hsa-miR-4723-5p	FGF22	0.046
hsa-miR-4785	AMBP	0.0
hsa-miR-4785	FGF22	0.551
hsa-miR-3671	FGF22	0.0
hsa-miR-3671	AMBP	0.0
hsa-miR-7706	AMBP	0.0
hsa-miR-7706	FGF22	0.0
hsa-miR-4502	AMBP	0.04
hsa-miR-4502	FGF22	0.222
hsa-miR-4294	AMBP	1.546
hsa-miR-4294	FGF22	0.783
hsa-miR-512-5p	AMBP	0.0
hsa-miR-512-5p	FGF22	0.402
hsa-miR-191-5p	AMBP	0.0
hsa-miR-191-5p	FGF22	0.0
hsa-miR-1976	AMBP	0.793
hsa-miR-1976	FGF22	1.365
