	ID_Geneontology_cellularcomponent__	Gene ontology (cellular component)
7784	nucleoplasm [GO:0005654]; nucleotide-excision repair factor 3 complex [GO:0000112]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]; transcription preinitiation complex [GO:0097550]	7784
7785	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]	7785
7786	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]	7786
7787	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]	7787
7788	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]	7788
7789	clathrin vesicle coat [GO:0030125]; cytosol [GO:0005829]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	7789
7790	ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane protein complex [GO:0098797]	7790
7791	cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	7791
7792	exocyst [GO:0000145]; plasma membrane [GO:0005886]	7792
7793	cell surface [GO:0009986]; centrosome [GO:0005813]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	7793
7794	chromatin [GO:0000785]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	7794
7795	nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	7795
7796	cytosol [GO:0005829]; Fanconi anaemia nuclear complex [GO:0043240]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]	7796
7797	cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	7797
7798	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	7798
7799	chromatin [GO:0000785]; cytosol [GO:0005829]; euchromatin [GO:0000791]; nuclear chromosome [GO:0000228]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; transcription factor AP-1 complex [GO:0035976]; transcription regulator complex [GO:0005667]	7799
7800	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; heterotrimeric G-protein complex [GO:0005834]; lysosomal membrane [GO:0005765]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; synapse [GO:0045202]	7800
7801	cell periphery [GO:0071944]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471]	7801
7802	cell cortex [GO:0005938]; cell cortex region [GO:0099738]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lateral cell cortex [GO:0097575]; lateral plasma membrane [GO:0016328]; mitotic spindle pole [GO:0097431]; protein-containing complex [GO:0032991]	7802
7803	cell surface [GO:0009986]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	7803
7804	acrosomal vesicle [GO:0001669]; extracellular region [GO:0005576]	7804
7805	anchored component of plasma membrane [GO:0046658]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; synapse [GO:0045202]	7805
7806	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glycerol-3-phosphate dehydrogenase complex [GO:0009331]; plasma membrane [GO:0005886]	7806
7807	mitochondrial inner membrane peptidase complex [GO:0042720]; mitochondrion [GO:0005739]	7807
7808	axon [GO:0030424]; axon terminus [GO:0043679]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine head [GO:0044327]; dendritic spine membrane [GO:0032591]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; keratin filament [GO:0045095]; mitochondrial membrane [GO:0031966]; nuclear envelope [GO:0005635]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynaptic active zone [GO:0048786]; presynaptic membrane [GO:0042734]; recycling endosome [GO:0055037]; trans-Golgi network [GO:0005802]	7808
7809	integral component of membrane [GO:0016021]; mitochondrial inner membrane peptidase complex [GO:0042720]	7809
7810	cytosol [GO:0005829]; Ino80 complex [GO:0031011]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]	7810
7811	fibrillar center [GO:0001650]; Mpp10 complex [GO:0034457]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome [GO:0030684]; small-subunit processome [GO:0032040]	7811
7812	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]	7812
7813	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	7813
7814	blood microparticle [GO:0072562]; cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; integrin complex [GO:0008305]; plasma membrane [GO:0005886]; platelet alpha granule membrane [GO:0031092]	7814
7815	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; nucleus [GO:0005634]	7815
7816	endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]	7816
7817	alphav-beta3 integrin-vitronectin complex [GO:0071062]; cell surface [GO:0009986]; focal adhesion [GO:0005925]; integrin alpha5-beta1 complex [GO:0034674]; integrin complex [GO:0008305]; plasma membrane [GO:0005886]; ruffle [GO:0001726]	7817
7818	cytoplasm [GO:0005737]; endosome [GO:0005768]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	7818
7819	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]	7819
7820	integrator complex [GO:0032039]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	7820
7821	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integrin alphaM-beta2 complex [GO:0034688]; integrin complex [GO:0008305]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]	7821
7822	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; extracellular region [GO:0005576]; Gemini of coiled bodies [GO:0097504]; Golgi apparatus [GO:0005794]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; sarcomere [GO:0030017]; sarcoplasm [GO:0016528]	7822
7823	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	7823
7824	blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; cornified envelope [GO:0001533]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; keratin filament [GO:0045095]; membrane [GO:0016020]; nucleus [GO:0005634]	7824
7825	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; motile cilium [GO:0031514]	7825
7826	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; plasma membrane [GO:0005886]	7826
7827	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]	7827
7828	apical plasma membrane [GO:0016324]; basolateral part of cell [GO:1990794]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; ion channel complex [GO:0034702]; late endosome [GO:0005770]; lysosome [GO:0005764]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; transport vesicle [GO:0030133]; voltage-gated potassium channel complex [GO:0008076]	7828
7829	axon [GO:0030424]; axon terminus [GO:0043679]; calyx of Held [GO:0044305]; dendrite [GO:0030425]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; integral component of presynaptic membrane [GO:0099056]; juxtaparanode region of axon [GO:0044224]; lamellipodium [GO:0030027]; lamellipodium membrane [GO:0031258]; neuronal cell body membrane [GO:0032809]; paranodal junction [GO:0033010]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]	7829
7830	axon [GO:0030424]; axon cytoplasm [GO:1904115]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; kinesin complex [GO:0005871]; microtubule [GO:0005874]	7830
7831	axon [GO:0030424]; calyx of Held [GO:0044305]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]	7831
7832	cAMP-dependent protein kinase complex [GO:0005952]; ciliary base [GO:0097546]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; multivesicular body [GO:0005771]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]	7832
7833	centralspindlin complex [GO:0097149]; centrosome [GO:0005813]; cytosol [GO:0005829]; Flemming body [GO:0090543]; focal adhesion [GO:0005925]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]	7833
7834	centriole [GO:0005814]; cytosol [GO:0005829]; microtubule [GO:0005874]; protein-containing complex [GO:0032991]	7834
7835	cAMP-dependent protein kinase complex [GO:0005952]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleotide-activated protein kinase complex [GO:0031588]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; protein-containing complex [GO:0032991]	7835
7836	centrosome [GO:0005813]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; microtubule [GO:0005874]	7836
7837	Cul3-RING ubiquitin ligase complex [GO:0031463]; cytosol [GO:0005829]; nucleus [GO:0005634]	7837
7838	cilium [GO:0005929]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; kinesin complex [GO:0005871]; microtubule [GO:0005874]	7838
7839	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; intracellular canaliculus [GO:0046691]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; potassium channel complex [GO:0034705]; voltage-gated potassium channel complex [GO:0008076]; Z disc [GO:0030018]	7839
7840	Cul3-RING ubiquitin ligase complex [GO:0031463]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; spindle [GO:0005819]	7840
7841	chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; DNA repair complex [GO:1990391]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription regulator complex [GO:0005667]	7841
7842	cAMP-dependent protein kinase complex [GO:0005952]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	7842
7843	kinesin complex [GO:0005871]; microtubule [GO:0005874]; mitochondrial membrane [GO:0031966]	7843
7844	nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]	7844
7845	axon terminus [GO:0043679]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; potassium channel complex [GO:0034705]; voltage-gated potassium channel complex [GO:0008076]	7845
7846	centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spindle [GO:0005819]; spindle pole [GO:0000922]	7846
7847	centrosome [GO:0005813]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nucleolus [GO:0005730]; spindle [GO:0005819]	7847
7848	centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; nucleus [GO:0005634]; spindle [GO:0005819]	7848
7849	axon [GO:0030424]; dendrite [GO:0030425]; dendrite membrane [GO:0032590]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; neuronal cell body membrane [GO:0032809]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; voltage-gated potassium channel complex [GO:0008076]	7849
7850	chromatin [GO:0000785]; cytoplasm [GO:0005737]; histone deacetylase complex [GO:0000118]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	7850
7851	axon cytoplasm [GO:1904115]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; kinesin complex [GO:0005871]; kinesin II complex [GO:0016939]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]	7851
7852	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; presynapse [GO:0098793]	7852
7853	acrosomal vesicle [GO:0001669]; calcium channel complex [GO:0034704]; cAMP-dependent protein kinase complex [GO:0005952]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane raft [GO:0044853]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]	7853
7854	dendritic spine [GO:0043197]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; voltage-gated potassium channel complex [GO:0008076]	7854
