uniprot_entry	Gene name	Gene stable ID
Q6DWJ6	GPR139	ENSG00000180269
Q8TBA6	GOLGA5	ENSG00000066455
P78347	GTF2I	ENSG00000263001
Q8TAA5	GRPEL2	ENSG00000164284
Q96HH9	GRAMD2B	ENSG00000155324
Q701N4	KRTAP5-2	ENSG00000281533
Q701N4	KRTAP5-2	ENSG00000278489
Q701N4	KRTAP5-2	ENSG00000205867
Q7Z4V5	HDGFL2	ENSG00000167674
P36551	CPOX	ENSG00000080819
Q02575	NHLH1	ENSG00000171786
Q96QV1	HHIP	ENSG00000164161
B2RPK0	HMGB1P1	ENSG00000124097
Q9Y4D8	HECTD4	ENSG00000173064
P31270	HOXA11	ENSG00000005073
P28358	HOXD10	ENSG00000128710
P01768	IGHV3-30	ENSG00000282777
P01768	IGHV3-30	ENSG00000270550
A0A0B4J1V1	IGHV3-21	ENSG00000282281
A0A0B4J1V1	IGHV3-21	ENSG00000211947
A0A075B6R2	IGHV4-4	ENSG00000282223
A0A075B6R2	IGHV4-4	ENSG00000276775
Q9NP08	HMX1	ENSG00000288204
Q9NP08	HMX1	ENSG00000215612
P34931	HSPA1L	ENSG00000226704
P34931	HSPA1L	ENSG00000236251
P34931	HSPA1L	ENSG00000206383
P34931	HSPA1L	ENSG00000234258
P34931	HSPA1L	ENSG00000204390
P07910	HNRNPC	ENSG00000092199
Q96PD4	IL17F	ENSG00000112116
Q9Y6M1	IGF2BP2	ENSG00000073792
Q9UBC1	NFKBIL1	ENSG00000236346
Q9UBC1	NFKBIL1	ENSG00000206440
Q9UBC1	NFKBIL1	ENSG00000236196
Q9UBC1	NFKBIL1	ENSG00000235125
Q9UBC1	NFKBIL1	ENSG00000234530
Q9UBC1	NFKBIL1	ENSG00000227565
Q9UBC1	NFKBIL1	ENSG00000204498
Q9NPH9	IL26	ENSG00000111536
P35225	IL13	ENSG00000169194
O75054	IGSF3	ENSG00000143061
P22301	IL10	ENSG00000136634
Q9H665	IGFLR1	ENSG00000126246
Q9H665	U2AF1L4	ENSG00000161265
Q8WU68	U2AF1L4	ENSG00000161265
P24593	IGFBP5	ENSG00000115461
Q9H1B7	IRF2BPL	ENSG00000119669
Q6UXV1	IZUMO2	ENSG00000161652
P02538	KRT6A	ENSG00000205420
P13647	KRT5	ENSG00000186081
Q68E01	INTS3	ENSG00000262826
Q68E01	INTS3	ENSG00000143624
Q15058	KIF14	ENSG00000118193
Q8IXV7	KLHDC8B	ENSG00000185909
P48549	KCNJ3	ENSG00000162989
A8MYU2	KCNU1	ENSG00000215262
Q7Z4W3	KRTAP19-3	ENSG00000244025
A8MX34	KRTAP29-1	ENSG00000262218
A8MX34	KRTAP29-1	ENSG00000262542
A8MX34	KRTAP29-1	ENSG00000212658
P41229	KDM5C	ENSG00000126012
Q9BQ66	KRTAP4-12	ENSG00000263236
Q9BQ66	KRTAP4-12	ENSG00000213416
Q12791	KCNMA1	ENSG00000156113
Q9BQE6	LBHD1	ENSG00000162194
O00515	LAD1	ENSG00000159166
Q8NC54	C5orf15	ENSG00000113583
Q52LA3	LIN52	ENSG00000205659
Q96A84	EMID1	ENSG00000186998
P51114	FXR1	ENSG00000114416
Q9UF56	FBXL17	ENSG00000145743
Q12950	FOXD4	ENSG00000170122
Q96CU9	FOXRED1	ENSG00000110074
P32314	FOXN2	ENSG00000170802
P15407	FOSL1	ENSG00000175592
Q8IVV7	GID4	ENSG00000141034
E5RQL4	FTCDNL1	ENSG00000226124
P08151	GLI1	ENSG00000111087
Q9NXN4	GDAP2	ENSG00000196505
P63211	GNGT1	ENSG00000127928
Q92947	GCDH	ENSG00000105607
P31644	GABRA5	ENSG00000186297
Q96P66	GPR101	ENSG00000165370
Q9H2G9	BLZF1	ENSG00000117475
Q8TED1	GPX8	ENSG00000164294
X6R8D5	GUCA1ANB	ENSG00000287363
Q8TD20	SLC2A12	ENSG00000146411
P14317	HCLS1	ENSG00000180353
Q9NRM0	SLC2A9	ENSG00000109667
O15303	GRM6	ENSG00000113262
Q9HCP6	HHATL	ENSG00000010282
Q15751	HERC1	ENSG00000103657
P04233	CD74	ENSG00000019582
P48723	HSPA13	ENSG00000155304
P04553	PRM1	ENSG00000175646
P0DP07	IGHV4-31	ENSG00000282404
P0DP07	IGHV4-31	ENSG00000231475
A0A0C4DH42	IGHV3-66	ENSG00000282045
A0A0C4DH42	IGHV3-66	ENSG00000211972
P0C7T4	HMSD	ENSG00000221887
A8MTL9	HMSD	ENSG00000221887
Q8NCD3	HJURP	ENSG00000123485
Q14527	HLTF	ENSG00000071794
Q9P2W1	PSMC3IP	ENSG00000131470
Q9BYX4	IFIH1	ENSG00000115267
Q12906	ILF3	ENSG00000129351
Q96FT9	IFT43	ENSG00000119650
Q14213	EBI3	ENSG00000105246
Q13907	IDI1	ENSG00000067064
Q7Z4Q2	HEATR3	ENSG00000155393
Q9P2H3	IFT80	ENSG00000068885
P52292	KPNA2	ENSG00000182481
Q96F46	IL17RA	ENSG00000177663
Q5TCS8	AK9	ENSG00000155085
Q9NV88	INTS9	ENSG00000104299
Q14003	KCNC3	ENSG00000131398
P10721	KIT	ENSG00000157404
Q9UIL4	KIF25	ENSG00000125337
Q3LI62	KRTAP20-4	ENSG00000206105
Q9NS61	KCNIP2	ENSG00000120049
Q9BQ13	KCTD14	ENSG00000151364
Q9P2E2	KIF17	ENSG00000117245
Q9BYR3	KRTAP4-4	ENSG00000171396
Q9BYR9	KRTAP2-4	ENSG00000263091
Q9BYR9	KRTAP2-4	ENSG00000213417
Q8NFY9	KBTBD8	ENSG00000163376
Q9HAP6	LIN7B	ENSG00000104863
Q6JVE5	LCN12	ENSG00000184925
Q8IV20	LACC1	ENSG00000179630
Q9NRM7	LATS2	ENSG00000150457
Q5T5B0	LCE3E	ENSG00000185966
P41159	LEP	ENSG00000174697
Q2I0M4	LRRC26	ENSG00000184709
Q8N4P6	LRRC71	ENSG00000160838
B2RXH2	KDM4E	ENSG00000235268
O75096	LRP4	ENSG00000134569
Q14114	LRP8	ENSG00000157193
Q9ULH4	LRFN2	ENSG00000156564
A4D1F6	LRRD1	ENSG00000240720
Q32MZ4	LRRFIP1	ENSG00000124831
Q5S007	LRRK2	ENSG00000188906
Q9Y6Y9	LY96	ENSG00000154589
O95868	LY6G6D	ENSG00000225993
O95868	LY6G6D	ENSG00000226603
O95868	LY6G6D	ENSG00000235302
O95868	LY6G6D	ENSG00000206402
O95868	LY6G6D	ENSG00000234443
O95868	LY6G6D	ENSG00000236902
O95868	LY6G6D	ENSG00000244355
Q5SQ64	LY6G6D	ENSG00000225993
Q5SQ64	LY6G6D	ENSG00000226603
Q5SQ64	LY6G6D	ENSG00000235302
Q5SQ64	LY6G6D	ENSG00000206402
Q5SQ64	LY6G6D	ENSG00000234443
Q5SQ64	LY6G6D	ENSG00000236902
Q5SQ64	LY6G6D	ENSG00000244355
Q96Q04	LMTK3	ENSG00000142235
Q00325	SLC25A3	ENSG00000075415
P08118	MSMB	ENSG00000263639
Q13496	MTM1	ENSG00000171100
P04732	MT1E	ENSG00000169715
Q7Z5P9	MUC19	ENSG00000205592
Q7L1T6	CYB5R4	ENSG00000065615
Q9Y3Q0	NAALAD2	ENSG00000285516
Q9Y3Q0	NAALAD2	ENSG00000077616
P54849	EMP1	ENSG00000134531
P15502	ELN	ENSG00000049540
Q03828	EVX2	ENSG00000174279
Q05BU3	FAM86JP	ENSG00000171084
Q05BU3	FAM86JP	ENSG00000291071
P24390	KDELR1	ENSG00000105438
Q4G0M1	ERFE	ENSG00000178752
Q4VXF1	FAM74A3	ENSG00000274355
Q6ZV65	FAM47E	ENSG00000189157
O14944	EREG	ENSG00000124882
P41212	ETV6	ENSG00000139083
Q9NYF3	FAM53C	ENSG00000120709
Q9NVM1	EVA1B	ENSG00000142694
Q96BQ1	FAM3D	ENSG00000198643
Q8NEG4	FAM83F	ENSG00000133477
Q9BQN1	FAM83C	ENSG00000125998
A0FGR9	ESYT3	ENSG00000158220
A6NE01	FAM186A	ENSG00000185958
Q1W6H9	FAM110C	ENSG00000184731
Q9NTX9	FAM217B	ENSG00000196227
Q9H8W3	FAM204A	ENSG00000165669
Q8NHP7	EXD1	ENSG00000178997
O95208	EPN2	ENSG00000072134
A6NKX1	FAM223B	ENSG00000272681
Q96GL9	FAM163A	ENSG00000143340
Q96KS9	FAM167A	ENSG00000154319
Q9BTA0	FAM167B	ENSG00000183615
Q92800	EZH1	ENSG00000108799
P0DSO1	FAM246C	ENSG00000286025
Q96HJ9	FMC1	ENSG00000164898
Q8IVF7	FMNL3	ENSG00000161791
Q99504	EYA3	ENSG00000158161
Q9NWM8	FKBP14	ENSG00000106080
O75344	FKBP6	ENSG00000077800
O94952	FBXO21	ENSG00000135108
Q969H0	FBXW7	ENSG00000109670
Q92562	FIG4	ENSG00000112367
Q6ZNL6	FGD5	ENSG00000154783
Q92915	FGF14	ENSG00000102466
P09958	FURIN	ENSG00000140564
Q9BWH2	FUNDC2	ENSG00000165775
Q9BZ68	FRMD8P1	ENSG00000227942
Q9BYC5	FUT8	ENSG00000033170
Q6P050	FBXL22	ENSG00000197361
Q9UKT6	FBXL21P	ENSG00000164616
Q12947	FOXF2	ENSG00000137273
P23769	GATA2	ENSG00000179348
O43559	FRS3	ENSG00000137218
Q8WWB7	GLMP	ENSG00000198715
P23378	GLDC	ENSG00000178445
Q8ND71	GIMAP8	ENSG00000171115
Q7Z4J2	GLT6D1	ENSG00000204007
Q99819	ARHGDIG	ENSG00000242173
P33402	GUCY1A2	ENSG00000152402
Q14642	INPP5A	ENSG00000068383
O00358	FOXE1	ENSG00000178919
Q13461	FOXE3	ENSG00000186790
A6NMD2	GOLGA8J	ENSG00000278119
A6NMD2	GOLGA8J	ENSG00000179938
Q5T7V8	GORAB	ENSG00000120370
O00461	GOLIM4	ENSG00000173905
Q9UHW5	GPN3	ENSG00000111231
Q9UPC5	GPR34	ENSG00000171659
Q9BY41	HDAC8	ENSG00000147099
Q9P0M6	MACROH2A2	ENSG00000099284
Q4G0G2	H1-10-AS1	ENSG00000206417
P81172	HAMP	ENSG00000105697
P00738	HP	ENSG00000257017
Q86YV9	HPS6	ENSG00000166189
P35452	HOXD12	ENSG00000170178
O43719	HTATSF1	ENSG00000102241
Q8NHY5	HUS1B	ENSG00000188996
Q16082	HSPB2	ENSG00000170276
Q9NP66	HMG20A	ENSG00000140382
Q9NSC5	HOMER3	ENSG00000051128
Q96S86	HAPLN3	ENSG00000140511
Q01628	IFITM3	ENSG00000142089
O75330	HMMR	ENSG00000072571
Q8IY31	IFT20	ENSG00000109083
Q9UHD0	IL19	ENSG00000142224
A0AVF1	TTC26	ENSG00000105948
P25963	NFKBIA	ENSG00000100906
P08700	IL3	ENSG00000164399
P22304	IDS	ENSG00000010404
Q9Y6W8	ICOS	ENSG00000163600
Q96ID5	IGSF21	ENSG00000117154
Q8N0W5	IQCK	ENSG00000174628
Q8WWA0	ITLN1	ENSG00000179914
Q14CN4	KRT72	ENSG00000170486
Q9ULL0	KIAA1210	ENSG00000250423
Q9NQS7	INCENP	ENSG00000149503
Q96PE3	INPP4A	ENSG00000040933
Q9H0H3	KLHL25	ENSG00000183655
Q9NPH2	ISYNA1	ENSG00000105655
P78414	IRX1	ENSG00000170549
Q8IYD2	KLHDC8A	ENSG00000162873
O15066	KIF3B	ENSG00000101350
Q14722	KCNAB1	ENSG00000169282
P43628	KIR2DL3	ENSG00000273947
P43628	KIR2DL3	ENSG00000277484
P43628	KIR2DL3	ENSG00000277554
P43628	KIR2DL3	ENSG00000275008
P43628	KIR2DL3	ENSG00000274830
P43628	KIR2DL3	ENSG00000276459
P43628	KIR2DL3	ENSG00000278369
P43628	KIR2DL3	ENSG00000273887
P43628	KIR2DL3	ENSG00000276590
P43628	KIR2DL3	ENSG00000278327
P43628	KIR2DL3	ENSG00000277317
P43628	KIR2DL3	ENSG00000274402
P43628	KIR2DL3	ENSG00000274108
P43628	KIR2DL3	ENSG00000276218
P43628	KIR2DL3	ENSG00000275658
P43628	KIR2DL3	ENSG00000275623
P43628	KIR2DL3	ENSG00000277924
P43628	KIR2DL3	ENSG00000274952
P43628	KIR2DL3	ENSG00000274410
P43628	KIR2DL3	ENSG00000283996
P43628	KIR2DL3	ENSG00000283790
P43628	KIR2DL3	ENSG00000283702
P43628	KIR2DL3	ENSG00000284236
P43628	KIR2DL3	ENSG00000284504
P43628	KIR2DL3	ENSG00000284044
P43628	KIR2DL3	ENSG00000284132
P43628	KIR2DL3	ENSG00000284333
P43628	KIR2DL3	ENSG00000284510
P43628	KIR2DL3	ENSG00000284241
P43628	KIR2DL3	ENSG00000283708
P43628	KIR2DL3	ENSG00000243772
Q92831	KAT2B	ENSG00000114166
Q9BR39	JPH2	ENSG00000149596
Q5HYC2	KIAA2026	ENSG00000183354
P13645	KRT10	ENSG00000186395
Q9Y6F6	IRAG1	ENSG00000072952
B1AKI9	ISM1	ENSG00000101230
Q1A5X6	IQCJ	ENSG00000214216
Q5XKE5	KRT79	ENSG00000185640
O95373	IPO7	ENSG00000205339
P14316	IRF2	ENSG00000168310
Q5JSQ8	KHDC1L	ENSG00000256980
Q9UJ90	KCNE5	ENSG00000176076
Q14954	KIR2DS1	ENSG00000275421
Q14954	KIR2DS1	ENSG00000278304
Q14954	KIR2DS1	ENSG00000273517
Q14954	KIR2DS1	ENSG00000275306
Q14954	KIR2DS1	ENSG00000276327
Q14954	KIR2DS1	ENSG00000273603
Q14954	KIR2DS1	ENSG00000276387
Q14954	KIR2DS1	ENSG00000278120
Q14954	KIR2DS1	ENSG00000284120
Q14954	KIR2DS1	ENSG00000284560
Q14954	KIR2DS1	ENSG00000284150
Q14954	KIR2DS1	ENSG00000283937
Q96S38	RPS6KC1	ENSG00000136643
O95251	KAT7	ENSG00000136504
Q9BYQ2	KRTAP9-4	ENSG00000262512
Q9BYQ2	KRTAP9-4	ENSG00000262896
Q9BYQ2	KRTAP9-4	ENSG00000241595
Q86U70	LDB1	ENSG00000198728
P18428	LBP	ENSG00000129988
Q9BYQ0	KRTAP9-8	ENSG00000187272
Q3B8N2	LGALS9B	ENSG00000170298
Q96PB8	LRRC3B	ENSG00000179796
O75427	LRCH4	ENSG00000077454
O75427	LRRN1	ENSG00000175928
Q6UXK5	LRRN1	ENSG00000175928
O75427	LRRN4	ENSG00000125872
Q8WUT4	LRRN4	ENSG00000125872
Q3SXY7	LRIT3	ENSG00000183423
P09848	LCT	ENSG00000115850
Q6UX01	LMBR1L	ENSG00000139636
P11150	LIPC	ENSG00000166035
A0A075B6J2	IGLV2-33	ENSG00000281345
A0A075B6J2	IGLV2-33	ENSG00000211656
P04211	IGLV7-43	ENSG00000278293
P04211	IGLV7-43	ENSG00000211652
O43148	RNMT	ENSG00000101654
Q99705	MCHR1	ENSG00000128285
Q99683	MAP3K5	ENSG00000197442
Q86UD3	MARCHF3	ENSG00000173926
Q96M61	MAGEB18	ENSG00000176774
O75586	MED6	ENSG00000133997
Q3KP22	MAJIN	ENSG00000168070
A0A1B0GVZ6	MBD3L2B	ENSG00000196589
Q7L5Y9	MAEA	ENSG00000090316
Q8TC57	M1AP	ENSG00000159374
O75951	LYZL6	ENSG00000277042
O75951	LYZL6	ENSG00000275722
Q9ULX9	MAFF	ENSG00000185022
P43360	MAGEA6	ENSG00000197172
O15481	MAGEB4	ENSG00000120289
Q9UPY8	MAPRE3	ENSG00000084764
O76050	NEURL1	ENSG00000107954
Q9BR09	NEURL2	ENSG00000124257
P51843	NR0B1	ENSG00000169297
P49279	SLC11A1	ENSG00000018280
O60500	NPHS1	ENSG00000161270
Q9BYT8	NLN	ENSG00000123213
O75200	NPIPB7	ENSG00000233232
Q75NE6	MIR17HG	ENSG00000215417
P03971	AMH	ENSG00000104899
Q641Q3	METRNL	ENSG00000275031
Q641Q3	METRNL	ENSG00000176845
P16455	MGMT	ENSG00000170430
Q9UL63	MKLN1	ENSG00000128585
Q9HCE5	METTL14	ENSG00000145388
Q9Y5R2	MMP24	ENSG00000125966
Q6ZSS7	MFSD6	ENSG00000151690
O43451	MGAM	ENSG00000282607
O43451	MGAM	ENSG00000257335
O43451	MGA	ENSG00000174197
Q8IWI9	MGA	ENSG00000174197
Q15777	MPPED2	ENSG00000066382
P0DKB6	MPC1L	ENSG00000238205
Q15014	MORF4L2	ENSG00000123562
Q9UJG1	MOSPD1	ENSG00000101928
Q99547	MPHOSPH6	ENSG00000135698
Q86WG5	SBF2	ENSG00000133812
Q9BYG7	MRO	ENSG00000134042
Q86U44	METTL3	ENSG00000165819
Q15746	MYLK	ENSG00000065534
P12525	MYCLP1	ENSG00000204053
O60361	NME2P1	ENSG00000123009
O00160	MYO1F	ENSG00000142347
Q9UM54	MYO6	ENSG00000196586
P16435	POR	ENSG00000127948
A0A087WUL8	NBPF19	ENSG00000271383
P13535	MYH8	ENSG00000133020
Q8NCQ3	LINC00301	ENSG00000181995
Q9NPP4	NLRC4	ENSG00000091106
P0C0P6	NPS	ENSG00000214285
Q9NX14	NDUFB11	ENSG00000147123
Q8NG41	NPB	ENSG00000183979
O95139	NDUFB6	ENSG00000165264
O00590	ACKR2	ENSG00000144648
O94929	ABLIM3	ENSG00000173210
P02760	AMBP	ENSG00000106927
O14862	AIM2	ENSG00000163568
Q9UKB5	AJAP1	ENSG00000196581
P05091	ALDH2	ENSG00000111275
O43823	AKAP8	ENSG00000105127
Q9UL18	AGO1	ENSG00000092847
O95394	PGM3	ENSG00000013375
Q5VUY0	AADACL3	ENSG00000188984
P48960	ADGRE5	ENSG00000123146
Q9UKU0	ACSL6	ENSG00000164398
O00253	AGRP	ENSG00000159723
P63261	ACTG1	ENSG00000184009
Q13015	MLLT11	ENSG00000213190
O43506	ADAM20	ENSG00000134007
Q9HBW9	ADGRL4	ENSG00000162618
Q8IUX7	AEBP1	ENSG00000106624
Q6IWH7	ANO7	ENSG00000146205
Q8N9V6	ANKRD53	ENSG00000144031
Q8IVW6	ARID3B	ENSG00000179361
Q49B96	COX19	ENSG00000240230
Q8NI60	COQ8A	ENSG00000163050
Q86YQ8	CPNE8	ENSG00000139117
P49747	COMP	ENSG00000105664
Q9Y6A2	CYP46A1	ENSG00000036530
P52943	CRIP2	ENSG00000182809
Q16850	CYP51A1	ENSG00000001630
A5YM72	CARNS1	ENSG00000172508
P58512	LINC01547	ENSG00000183250
Q2VPK5	CTU2	ENSG00000174177
Q4LDR2	CTXN3	ENSG00000205279
P59037	LINC00313	ENSG00000185186
Q8WYA6	CTNNBL1	ENSG00000132792
P35221	CTNNA1	ENSG00000044115
Q86UF2	CTAGE6	ENSG00000285123
Q86UF2	CTAGE6	ENSG00000271321
Q15438	CYTH1	ENSG00000108669
Q9H2H0	CXXC4	ENSG00000168772
P59861	DEFB131A	ENSG00000186146
O75064	DENND4B	ENSG00000198837
P53355	DAPK1	ENSG00000196730
Q9UIK4	DAPK2	ENSG00000035664
Q96NX9	DACH2	ENSG00000126733
Q92564	DCUN1D4	ENSG00000109184
Q8IXT1	DDIAS	ENSG00000165490
Q8TDD1	DDX54	ENSG00000123064
A6NGE4	DCAF8L1	ENSG00000226372
Q5H9U9	DDX60L	ENSG00000181381
Q8WV16	DCAF4	ENSG00000119599
Q15392	DHCR24	ENSG00000116133
Q9NZJ0	DTL	ENSG00000143476
Q8WTR2	DUSP19	ENSG00000162999
Q96F86	EDC3	ENSG00000179151
Q9BV81	EMC6	ENSG00000127774
P43026	GDF5	ENSG00000125965
P31150	GDI1	ENSG00000203879
P50395	GDI2	ENSG00000057608
O95395	GCNT3	ENSG00000140297
Q9BX10	GTPBP2	ENSG00000172432
P49841	GSK3B	ENSG00000082701
Q14831	GRM7	ENSG00000196277
Q9NVX0	HAUS2	ENSG00000137814
Q96HZ4	HES6	ENSG00000144485
P20155	SPINK2	ENSG00000128040
Q6DN90	IQSEC1	ENSG00000144711
Q96ST2	IWS1	ENSG00000163166
Q08881	ITK	ENSG00000113263
O95965	ITGBL1	ENSG00000198542
Q9UL03	INTS6	ENSG00000102786
Q9H2U2	PPA2	ENSG00000138777
Q9Y6H6	KCNE3	ENSG00000175538
O95600	KLF8	ENSG00000102349
O95239	KIF4A	ENSG00000090889
P60014	KRTAP10-10	ENSG00000221859
P56696	KCNQ4	ENSG00000117013
O60282	KIF5C	ENSG00000276734
O60282	KIF5C	ENSG00000168280
Q16773	KYAT1	ENSG00000171097
Q9BYQ6	KRTAP4-11	ENSG00000263229
Q9BYQ6	KRTAP4-11	ENSG00000212721
Q92743	HTRA1	ENSG00000166033
Q9P0W2	HMG20B	ENSG00000064961
O75031	HSF2BP	ENSG00000160207
Q05925	EN1	ENSG00000163064
P31943	HNRNPH1	ENSG00000284254
P31943	HNRNPH1	ENSG00000169045
Q3SXM5	HSDL1	ENSG00000103160
P10915	HAPLN1	ENSG00000145681
Q86YZ3	HRNR	ENSG00000197915
Q6K0P9	PYHIN1	ENSG00000163564
P09601	HMOX1	ENSG00000100292
P01566	IFNA10	ENSG00000186803
Q96M15	IGF2BP2-AS1	ENSG00000163915
Q01113	IL9R	ENSG00000124334
P31785	IL2RG	ENSG00000147168
Q6ZVW7	IL17REL	ENSG00000188263
P18065	IGFBP2	ENSG00000115457
Q14602	ID2B	ENSG00000237456
O43301	HSPA12A	ENSG00000165868
Q8TD10	MIPOL1	ENSG00000151338
Q9H0C8	ILKAP	ENSG00000132323
P28356	HOXD9	ENSG00000128709
P51553	IDH3G	ENSG00000067829
Q9BUN1	C1orf56	ENSG00000143443
O60268	KIAA0513	ENSG00000135709
Q6PHW0	IYD	ENSG00000009765
P35900	KRT20	ENSG00000263057
P35900	KRT20	ENSG00000171431
O43736	ITM2A	ENSG00000078596
P48200	IREB2	ENSG00000136381
O95678	KRT75	ENSG00000170454
Q8NI77	KIF18A	ENSG00000121621
Q99706	KIR2DL4	ENSG00000276779
Q99706	KIR2DL4	ENSG00000278074
Q99706	KIR2DL4	ENSG00000273575
Q99706	KIR2DL4	ENSG00000275237
Q99706	KIR2DL4	ENSG00000275732
Q99706	KIR2DL4	ENSG00000276044
Q99706	KIR2DL4	ENSG00000277355
Q99706	KIR2DL4	ENSG00000278606
Q99706	KIR2DL4	ENSG00000275848
Q99706	KIR2DL4	ENSG00000274193
Q99706	KIR2DL4	ENSG00000274189
Q99706	KIR2DL4	ENSG00000274955
Q99706	KIR2DL4	ENSG00000277964
Q99706	KIR2DL4	ENSG00000274945
Q99706	KIR2DL4	ENSG00000275699
Q99706	KIR2DL4	ENSG00000278201
Q99706	KIR2DL4	ENSG00000277362
Q99706	KIR2DL4	ENSG00000277750
Q99706	KIR2DL4	ENSG00000277850
Q99706	KIR2DL4	ENSG00000275456
Q99706	KIR2DL4	ENSG00000275317
Q99706	KIR2DL4	ENSG00000278430
Q99706	KIR2DL4	ENSG00000277540
Q99706	KIR2DL4	ENSG00000273498
Q99706	KIR2DL4	ENSG00000278271
Q99706	KIR2DL4	ENSG00000276979
Q99706	KIR2DL4	ENSG00000277076
Q99706	KIR2DL4	ENSG00000274609
Q99706	KIR2DL4	ENSG00000274232
Q99706	KIR2DL4	ENSG00000284509
Q99706	KIR2DL4	ENSG00000284206
Q99706	KIR2DL4	ENSG00000284457
Q99706	KIR2DL4	ENSG00000283961
Q99706	KIR2DL4	ENSG00000284365
Q99706	KIR2DL4	ENSG00000284013
Q99706	KIR2DL4	ENSG00000283986
Q99706	KIR2DL4	ENSG00000284460
Q99706	KIR2DL4	ENSG00000284562
Q99706	KIR2DL4	ENSG00000284340
Q99706	KIR2DL4	ENSG00000283869
Q99706	KIR2DL4	ENSG00000189013
Q9Y2K7	KDM2A	ENSG00000173120
Q8N9T8	KRI1	ENSG00000129347
Q14952	KIR2DS3	ENSG00000278306
Q14952	KIR2DS3	ENSG00000275599
Q14952	KIR2DS3	ENSG00000277193
Q14952	KIR2DS3	ENSG00000277657
Q14952	KIR2DS3	ENSG00000277163
Q14952	KIR2DS3	ENSG00000288487
Q14952	KIR2DS3	ENSG00000284039
Q8IU85	CAMK1D	ENSG00000183049
P03952	KLKB1	ENSG00000164344
Q86UP2	KTN1	ENSG00000126777
Q3LI72	KRTAP19-5	ENSG00000186977
Q9BYT5	KRTAP2-2	ENSG00000214518
O14686	KMT2D	ENSG00000167548
A6NM11	LRRC37A2	ENSG00000277221
A6NM11	LRRC37A2	ENSG00000274332
A6NM11	LRRC37A2	ENSG00000238083
Q6ZUX7	LHFPL2	ENSG00000145685
Q9BYE3	LCE3D	ENSG00000163202
Q1L5Z9	LONRF2	ENSG00000170500
Q0VAA2	LRRC74A	ENSG00000100565
Q96CX6	LRRC58	ENSG00000163428
Q15722	LTB4R	ENSG00000285456
Q15722	LTB4R	ENSG00000213903
Q14766	LTBP1	ENSG00000049323
Q9HBG7	LY9	ENSG00000122224
P29376	LTK	ENSG00000062524
P54317	PNLIPRP2	ENSG00000266200
P29536	LMOD1	ENSG00000163431
Q92539	LPIN2	ENSG00000101577
P01229	LHB	ENSG00000104826
Q8WWI1	LMO7	ENSG00000136153
Q96RN5	MED15	ENSG00000099917
A0JLT2	MED19	ENSG00000156603
Q96KG7	MEGF10	ENSG00000145794
O95460	MATN4	ENSG00000124159
Q9UGB7	MIOX	ENSG00000100253
Q9H2W2	MIXL1	ENSG00000185155
O00566	MPHOSPH10	ENSG00000124383
Q7L1V2	MON1B	ENSG00000103111
Q9NYP9	MIS18A	ENSG00000159055
Q13163	MAP2K5	ENSG00000137764
O94776	MTA2	ENSG00000149480
Q8IXL7	MSRB3	ENSG00000174099
O15069	NACAD	ENSG00000136274
Q15113	PCOLCE	ENSG00000106333
Q15274	QPRT	ENSG00000103485
Q96EZ4	MYEOV	ENSG00000172927
Q8N660	NBPF15	ENSG00000266338
P61601	NCALD	ENSG00000104490
Q13772	NCOA4	ENSG00000266412
Q9ULX3	NOB1	ENSG00000141101
Q8N987	NECAB1	ENSG00000123119
Q9C002	C15orf48	ENSG00000166920
Q99457	NAP1L3	ENSG00000186310
Q5H8A3	NMS	ENSG00000204640
Q9Y4Z2	NEUROG3	ENSG00000122859
Q6T4R5	NHS	ENSG00000188158
E5RHQ5	NPIPB11	ENSG00000254206
Q9BX51	GGTLC1	ENSG00000149435
Q9Y223	GNE	ENSG00000159921
P35573	AGL	ENSG00000162688
P06396	GSN	ENSG00000148180
Q8N8V2	GBP7	ENSG00000213512
P34896	SHMT1	ENSG00000284320
P34896	SHMT1	ENSG00000176974
P32456	GBP2	ENSG00000162645
P09471	GNAO1	ENSG00000087258
P02724	GYPA	ENSG00000170180
P68431	H3C1	ENSG00000275714
P68431	H3C2	ENSG00000286522
P68431	H3C3	ENSG00000287080
P68431	H3C4	ENSG00000197409
P68431	H3C6	ENSG00000274750
P68431	H3C7	ENSG00000277775
P68431	H3C8	ENSG00000273983
P68431	H3C10	ENSG00000278828
P68431	H3C11	ENSG00000275379
P68431	H3C12	ENSG00000197153
O15379	HDAC3	ENSG00000171720
Q9UQL6	HDAC5	ENSG00000108840
Q9BYW1	SLC2A11	ENSG00000275744
Q9BYW1	SLC2A11	ENSG00000133460
P34947	GRK5	ENSG00000198873
Q8IYU2	HACE1	ENSG00000085382
P10746	UROS	ENSG00000188690
Q9NQE9	HINT3	ENSG00000111911
O95714	HERC2	ENSG00000277278
O95714	HERC2	ENSG00000276802
O95714	HERC2	ENSG00000128731
A8MVW5	HEPACAM2	ENSG00000188175
Q8NDA2	HMCN2	ENSG00000148357
Q9UGU5	HMGXB4	ENSG00000100281
Q15651	HMGN3	ENSG00000118418
Q12894	IFRD2	ENSG00000214706
Q9NWB7	IFT57	ENSG00000114446
Q8NDH6	ICA1L	ENSG00000163596
Q96LU5	IMMP1L	ENSG00000148950
Q9H293	IL25	ENSG00000166090
P05362	ICAM1	ENSG00000090339
