mature_id	gene_name	score
hsa-miR-212-3p	NPHP1	0.048
hsa-miR-585-5p	RER1	0.056
hsa-miR-585-5p	NPHP1	0.014
hsa-miR-1224-5p	RER1	0.293
hsa-miR-1224-5p	NPHP1	1.252
hsa-miR-1224-5p	DDX47	0.05
hsa-miR-4772-5p	NPHP1	0.04
hsa-miR-4772-5p	RER1	0.049
hsa-miR-6764-3p	DDX47	0.74
hsa-miR-6764-3p	NPHP1	0.104
hsa-miR-6764-3p	RER1	0.253
hsa-miR-3158-3p	NPHP1	0.042
hsa-miR-4427	NPHP1	0.093
hsa-miR-4427	DDX47	0.257
hsa-miR-4427	RER1	0.106
hsa-miR-3913-5p	NPHP1	0.13
hsa-miR-3913-5p	RER1	0.137
hsa-miR-553	NPHP1	0.013
hsa-miR-568	NPHP1	0.051
hsa-miR-568	RER1	0.197
hsa-miR-3714	RER1	0.288
hsa-miR-3714	NPHP1	0.001
hsa-miR-592	NPHP1	0.061
hsa-miR-592	RER1	0.141
hsa-miR-6741-5p	RER1	0.308
hsa-miR-3616-5p	NPHP1	0.147
hsa-miR-3616-5p	RER1	0.415
hsa-miR-6753-5p	NPHP1	0.008
hsa-miR-6753-5p	RER1	0.099
hsa-miR-940	RER1	0.054
hsa-miR-33b-3p	RER1	0.066
hsa-miR-588	RER1	0.442
hsa-miR-588	NPHP1	0.094
hsa-miR-588	DDX47	0.614
hsa-miR-8078	RER1	0.1
hsa-miR-5703	RER1	0.863
hsa-miR-5703	DDX47	0.738
hsa-miR-5703	NPHP1	1.412
hsa-miR-5087	RER1	0.085
hsa-miR-6800-3p	NPHP1	0.006
hsa-miR-6800-3p	RER1	0.564
hsa-miR-3913-3p	NPHP1	0.102
hsa-miR-3913-3p	RER1	0.245
hsa-miR-6814-3p	RER1	0.146
hsa-miR-6814-3p	DDX47	0.623
hsa-miR-1292-3p	RER1	0.478
hsa-miR-6735-3p	RER1	0.433
hsa-miR-548av-3p	RER1	0.485
hsa-miR-5701	NPHP1	0.297
hsa-miR-5701	DDX47	0.915
hsa-miR-5701	RER1	0.225
hsa-miR-7847-3p	RER1	0.481
hsa-miR-7847-3p	NPHP1	0.428
hsa-miR-4497	RER1	0.983
hsa-miR-4497	NPHP1	0.892
hsa-miR-3187-5p	RER1	0.116
hsa-miR-3187-5p	DDX47	0.13
hsa-miR-3187-5p	NPHP1	0.225
hsa-miR-6820-5p	NPHP1	0.23
hsa-miR-6820-5p	RER1	0.293
hsa-miR-6820-5p	DDX47	0.272
hsa-miR-1181	RER1	0.115
hsa-miR-8058	NPHP1	0.054
hsa-miR-8058	RER1	0.248
hsa-miR-452-5p	RER1	0.338
hsa-miR-452-5p	NPHP1	0.011
hsa-miR-642a-5p	NPHP1	0.069
hsa-miR-642a-5p	RER1	0.237
hsa-miR-1204	NPHP1	0.076
hsa-miR-1204	RER1	0.167
hsa-miR-6753-3p	RER1	0.411
hsa-miR-6753-3p	NPHP1	0.079
hsa-miR-3156-5p	NPHP1	0.04
hsa-miR-3156-5p	RER1	0.102
hsa-miR-363-5p	DDX47	0.358
hsa-miR-363-5p	NPHP1	0.074
hsa-miR-7851-3p	NPHP1	0.027
hsa-miR-7851-3p	RER1	0.157
hsa-miR-3152-3p	NPHP1	0.107
hsa-miR-3152-3p	RER1	0.116
hsa-miR-520e	NPHP1	0.101
hsa-miR-520e	DDX47	0.018
hsa-miR-607	NPHP1	0.069
hsa-miR-607	DDX47	0.274
hsa-miR-6783-5p	NPHP1	0.168
hsa-miR-520c-5p	NPHP1	0.025
hsa-miR-4766-5p	NPHP1	0.071
hsa-miR-4766-5p	DDX47	0.071
hsa-miR-580-3p	NPHP1	0.04
hsa-miR-4716-3p	RER1	0.021
hsa-miR-4716-3p	NPHP1	0.038
hsa-miR-6881-5p	RER1	0.036
hsa-miR-6881-5p	NPHP1	0.353
hsa-miR-25-5p	RER1	0.264
hsa-miR-25-5p	NPHP1	0.242
hsa-miR-3178	NPHP1	0.462
hsa-miR-3178	RER1	0.375
hsa-miR-3178	DDX47	0.871
hsa-miR-4651	RER1	0.583
hsa-miR-4651	DDX47	0.199
hsa-miR-4798-5p	DDX47	0.442
hsa-miR-4798-5p	RER1	0.037
hsa-miR-148a-5p	RER1	0.042
hsa-miR-4538	NPHP1	0.273
hsa-miR-4538	RER1	0.238
hsa-miR-6722-3p	NPHP1	0.096
hsa-miR-6722-3p	RER1	0.555
hsa-miR-4716-5p	NPHP1	0.007
hsa-miR-4716-5p	RER1	0.379
hsa-miR-99b-5p	RER1	0.036
hsa-miR-99b-5p	DDX47	0.177
hsa-miR-99b-5p	NPHP1	0.014
hsa-miR-548au-5p	NPHP1	0.111
hsa-miR-548au-5p	DDX47	0.52
hsa-miR-452-3p	RER1	0.021
hsa-miR-19b-2-5p	NPHP1	0.211
hsa-miR-221-5p	RER1	0.137
hsa-miR-221-5p	NPHP1	0.135
hsa-miR-4322	NPHP1	0.395
hsa-miR-4322	RER1	0.593
hsa-miR-4322	DDX47	0.367
hsa-miR-6780a-3p	NPHP1	0.045
hsa-miR-6780a-3p	RER1	0.726
hsa-miR-6780a-3p	DDX47	1.24
hsa-miR-4329	NPHP1	0.511
hsa-miR-4329	RER1	0.537
hsa-miR-548at-3p	RER1	0.22
hsa-miR-4704-3p	RER1	0.166
hsa-miR-4704-3p	DDX47	0.395
hsa-miR-3664-3p	NPHP1	0.028
hsa-miR-3664-3p	RER1	0.042
hsa-miR-3664-3p	DDX47	0.003
hsa-miR-4648	NPHP1	0.645
hsa-miR-4648	RER1	0.477
hsa-miR-4648	DDX47	0.687
hsa-let-7f-2-3p	DDX47	0.827
hsa-miR-551a	RER1	0.27
hsa-miR-551a	NPHP1	0.511
hsa-miR-4749-5p	NPHP1	0.281
hsa-miR-4749-5p	RER1	0.198
hsa-miR-3167	RER1	0.211
hsa-miR-1295b-5p	NPHP1	0.031
hsa-miR-1295b-5p	RER1	0.223
hsa-miR-891a-3p	NPHP1	0.228
hsa-miR-891a-3p	DDX47	0.052
hsa-miR-215-5p	DDX47	0.728
hsa-miR-215-5p	NPHP1	0.21
hsa-miR-215-5p	RER1	0.393
hsa-miR-4670-3p	RER1	0.024
hsa-miR-6806-3p	RER1	0.049
hsa-miR-4720-5p	NPHP1	0.077
hsa-miR-4720-5p	RER1	0.115
hsa-miR-6758-3p	RER1	0.161
hsa-miR-6758-3p	NPHP1	0.164
hsa-miR-5684	NPHP1	0.044
hsa-miR-5684	RER1	0.047
hsa-miR-5684	DDX47	1.281
hsa-miR-150-5p	NPHP1	0.02
hsa-miR-150-5p	RER1	0.303
hsa-miR-361-3p	RER1	0.225
hsa-miR-6133	NPHP1	0.157
hsa-miR-6133	RER1	0.545
hsa-miR-6133	DDX47	0.417
hsa-miR-4446-3p	DDX47	0.26
hsa-miR-4446-3p	NPHP1	0.391
hsa-miR-4446-3p	RER1	0.064
hsa-miR-4281	RER1	1.119
hsa-miR-4281	NPHP1	0.78
hsa-miR-628-5p	RER1	0.01
hsa-miR-100-3p	RER1	0.041
hsa-miR-100-3p	NPHP1	0.019
hsa-miR-4298	RER1	0.305
hsa-miR-4298	NPHP1	0.006
hsa-miR-6777-3p	RER1	0.659
hsa-miR-6777-3p	NPHP1	0.099
hsa-miR-6759-5p	DDX47	0.211
hsa-miR-6759-5p	NPHP1	0.054
hsa-miR-6759-5p	RER1	0.305
hsa-miR-323a-5p	NPHP1	0.06
hsa-miR-323a-5p	RER1	0.284
hsa-miR-345-5p	NPHP1	0.099
hsa-miR-345-5p	RER1	0.199
hsa-miR-877-5p	NPHP1	0.736
hsa-miR-877-5p	RER1	0.526
hsa-miR-877-5p	DDX47	0.42
hsa-miR-5008-5p	NPHP1	0.026
hsa-miR-5008-5p	RER1	0.234
hsa-miR-27b-5p	NPHP1	0.003
hsa-miR-27b-5p	DDX47	0.397
hsa-miR-5000-3p	NPHP1	0.022
hsa-miR-4776-5p	NPHP1	0.013
hsa-miR-4776-5p	RER1	0.09
hsa-miR-1227-3p	RER1	0.299
hsa-miR-1227-3p	NPHP1	0.017
hsa-miR-659-3p	RER1	0.062
hsa-miR-659-3p	NPHP1	0.017
hsa-miR-92a-2-5p	RER1	0.127
hsa-miR-6813-5p	NPHP1	0.047
hsa-miR-6813-5p	RER1	0.368
hsa-miR-1256	RER1	0.507
hsa-miR-1256	NPHP1	0.016
hsa-miR-4755-3p	NPHP1	0.029
hsa-miR-4755-3p	DDX47	0.527
hsa-miR-4755-3p	RER1	0.218
hsa-miR-640	RER1	0.264
hsa-miR-640	NPHP1	0.08
hsa-miR-199a-3p	NPHP1	0.065
hsa-miR-199a-3p	RER1	0.148
hsa-miR-1224-3p	NPHP1	0.177
hsa-miR-1224-3p	RER1	0.255
hsa-miR-30d-3p	NPHP1	0.02
hsa-miR-30d-3p	RER1	0.16
hsa-miR-30d-3p	DDX47	0.323
hsa-miR-1307-5p	RER1	0.105
hsa-miR-1307-5p	NPHP1	0.023
hsa-miR-32-3p	RER1	0.234
hsa-miR-32-3p	DDX47	0.61
hsa-miR-32-3p	NPHP1	0.056
hsa-miR-4500	NPHP1	0.917
hsa-miR-4500	RER1	0.544
hsa-miR-4500	DDX47	1.26
hsa-miR-4273	NPHP1	0.526
hsa-miR-4273	RER1	0.085
hsa-miR-525-3p	NPHP1	0.055
hsa-miR-525-3p	RER1	0.299
hsa-miR-525-3p	DDX47	0.513
hsa-miR-488-3p	NPHP1	0.119
hsa-miR-488-3p	RER1	0.306
hsa-miR-4466	RER1	1.002
hsa-miR-4466	NPHP1	0.345
hsa-miR-4466	DDX47	0.577
hsa-miR-2467-3p	NPHP1	0.029
hsa-miR-2467-3p	RER1	0.147
hsa-miR-2467-3p	DDX47	0.437
hsa-miR-6764-5p	RER1	0.27
hsa-miR-3928-5p	RER1	0.028
hsa-miR-548y	NPHP1	0.14
hsa-miR-548y	DDX47	0.253
hsa-miR-3914	RER1	0.238
hsa-miR-3914	DDX47	0.132
hsa-miR-34a-5p	NPHP1	0.066
hsa-miR-34a-5p	RER1	0.287
hsa-miR-335-5p	NPHP1	0.065
hsa-miR-711	RER1	0.244
hsa-miR-711	NPHP1	0.022
hsa-miR-5588-3p	RER1	0.751
hsa-miR-5588-3p	NPHP1	0.122
hsa-miR-6848-3p	RER1	0.684
hsa-miR-6848-3p	NPHP1	0.09
hsa-miR-6769a-5p	RER1	0.234
hsa-miR-6769a-5p	NPHP1	0.378
hsa-miR-26a-5p	NPHP1	0.058
hsa-miR-26a-5p	RER1	0.228
hsa-miR-99b-3p	RER1	0.13
hsa-miR-99b-3p	NPHP1	0.031
hsa-miR-99b-3p	DDX47	0.42
hsa-miR-6819-5p	DDX47	0.596
hsa-miR-6819-5p	RER1	0.192
hsa-miR-6819-5p	NPHP1	0.045
hsa-miR-6747-3p	NPHP1	0.091
hsa-miR-6747-3p	RER1	0.403
hsa-miR-6747-3p	DDX47	0.41
hsa-miR-190a-5p	NPHP1	0.004
hsa-miR-190a-5p	DDX47	0.351
hsa-miR-7109-5p	RER1	0.307
hsa-miR-6728-3p	RER1	0.405
hsa-miR-6728-3p	NPHP1	0.033
hsa-miR-4647	NPHP1	0.041
hsa-miR-4647	RER1	0.118
hsa-miR-3674	NPHP1	0.083
hsa-miR-3674	RER1	0.35
hsa-miR-3165	NPHP1	0.086
hsa-miR-4308	NPHP1	0.051
hsa-miR-4308	RER1	0.075
hsa-miR-6731-5p	RER1	0.587
hsa-miR-6731-5p	NPHP1	0.293
hsa-miR-3130-3p	NPHP1	0.054
hsa-miR-3130-3p	RER1	0.547
hsa-miR-3666	NPHP1	0.124
hsa-miR-4639-5p	RER1	0.015
hsa-miR-4639-5p	NPHP1	0.234
hsa-miR-297	RER1	0.347
hsa-miR-297	NPHP1	0.06
hsa-miR-5583-3p	DDX47	0.098
hsa-miR-5583-3p	NPHP1	0.066
hsa-let-7a-5p	NPHP1	0.074
hsa-miR-6080	RER1	0.353
hsa-miR-7-5p	NPHP1	0.017
hsa-miR-3136-5p	RER1	0.016
hsa-miR-629-3p	NPHP1	0.076
hsa-miR-629-3p	RER1	0.208
hsa-miR-4771	DDX47	0.194
hsa-miR-4771	RER1	0.347
hsa-miR-4771	NPHP1	0.171
hsa-miR-518d-3p	RER1	0.148
hsa-miR-6815-5p	RER1	0.104
hsa-miR-6815-5p	DDX47	0.303
hsa-miR-6746-5p	RER1	0.155
hsa-miR-6772-3p	RER1	0.371
hsa-miR-6772-3p	NPHP1	0.065
hsa-miR-130a-5p	NPHP1	0.029
hsa-miR-130a-5p	RER1	0.308
hsa-miR-874-3p	RER1	0.126
hsa-miR-874-3p	NPHP1	0.063
hsa-miR-331-3p	RER1	0.245
hsa-miR-187-3p	RER1	0.203
hsa-miR-187-3p	DDX47	0.271
hsa-miR-3150a-3p	RER1	0.154
hsa-miR-4433b-3p	NPHP1	0.02
hsa-miR-4433b-3p	RER1	0.362
hsa-miR-924	RER1	0.243
hsa-miR-924	NPHP1	0.198
hsa-miR-924	DDX47	0.388
hsa-miR-577	NPHP1	0.122
hsa-miR-577	RER1	0.665
hsa-miR-579-3p	RER1	0.178
hsa-miR-382-5p	NPHP1	0.009
hsa-miR-4770	NPHP1	0.573
hsa-miR-4770	RER1	0.182
hsa-miR-8083	NPHP1	0.109
hsa-miR-8083	RER1	0.237
hsa-miR-8083	DDX47	1.029
hsa-miR-218-1-3p	NPHP1	0.071
hsa-miR-218-1-3p	RER1	0.304
hsa-miR-218-1-3p	DDX47	0.169
hsa-miR-6877-3p	NPHP1	0.114
hsa-miR-6877-3p	RER1	0.486
hsa-miR-6877-3p	DDX47	0.375
hsa-miR-3115	NPHP1	0.286
hsa-miR-4746-5p	RER1	0.261
hsa-miR-4746-5p	NPHP1	0.001
hsa-miR-5010-3p	RER1	0.031
hsa-miR-5010-3p	NPHP1	0.059
hsa-miR-376a-5p	RER1	0.166
hsa-miR-376a-5p	DDX47	0.083
hsa-miR-376a-5p	NPHP1	0.007
hsa-miR-7978	NPHP1	0.042
hsa-miR-7978	RER1	0.213
hsa-miR-4507	RER1	0.446
hsa-miR-4507	NPHP1	0.537
hsa-miR-495-3p	NPHP1	0.015
hsa-miR-495-3p	RER1	0.198
hsa-miR-4293	DDX47	0.241
hsa-miR-4293	RER1	0.17
hsa-miR-4293	NPHP1	0.542
hsa-miR-4516	RER1	0.921
hsa-miR-4516	NPHP1	0.217
hsa-miR-4516	DDX47	0.353
hsa-miR-4475	DDX47	0.102
hsa-miR-1910-3p	RER1	0.483
hsa-miR-1910-3p	NPHP1	0.624
hsa-miR-1910-3p	DDX47	0.551
hsa-miR-4681	NPHP1	0.002
hsa-miR-4681	RER1	0.286
hsa-miR-152-5p	NPHP1	0.007
hsa-miR-152-5p	RER1	0.234
hsa-miR-409-3p	RER1	0.068
hsa-miR-409-3p	DDX47	0.115
hsa-miR-409-3p	NPHP1	0.098
hsa-miR-204-5p	RER1	0.08
hsa-miR-6071	RER1	0.465
hsa-miR-6071	NPHP1	0.056
hsa-miR-3920	RER1	0.009
hsa-miR-6879-5p	NPHP1	0.047
hsa-miR-6879-5p	RER1	0.158
hsa-miR-6878-3p	NPHP1	0.063
hsa-miR-6878-3p	RER1	0.192
hsa-miR-6878-3p	DDX47	0.222
hsa-miR-183-5p	NPHP1	0.022
hsa-miR-183-5p	RER1	0.026
hsa-miR-544a	NPHP1	0.113
hsa-miR-135b-3p	RER1	0.127
hsa-miR-135b-3p	NPHP1	0.014
hsa-miR-7973	DDX47	0.62
hsa-miR-7973	NPHP1	0.28
hsa-miR-7973	RER1	0.052
hsa-miR-548ai	NPHP1	0.107
hsa-miR-548ai	RER1	0.215
hsa-miR-548ai	DDX47	0.397
hsa-miR-4695-5p	RER1	0.317
hsa-miR-4695-5p	NPHP1	0.143
hsa-miR-1251-3p	RER1	0.18
hsa-miR-1251-3p	DDX47	1.034
hsa-miR-4692	NPHP1	0.129
hsa-miR-4692	RER1	0.226
hsa-miR-4692	DDX47	0.267
hsa-miR-103b	NPHP1	0.024
hsa-miR-548ao-5p	NPHP1	0.046
hsa-miR-548ao-5p	DDX47	0.046
hsa-miR-3665	RER1	0.362
hsa-miR-3665	NPHP1	0.2
hsa-miR-524-3p	NPHP1	0.051
hsa-miR-524-3p	RER1	0.342
hsa-miR-214-3p	NPHP1	0.037
hsa-miR-214-3p	RER1	0.223
hsa-miR-214-3p	DDX47	0.611
hsa-miR-1197	RER1	0.044
hsa-miR-6087	RER1	1.064
hsa-miR-6087	DDX47	0.209
hsa-miR-6087	NPHP1	0.144
hsa-miR-3141	RER1	0.62
hsa-miR-3141	NPHP1	0.895
hsa-miR-3141	DDX47	1.133
hsa-miR-6885-3p	NPHP1	0.048
hsa-miR-6885-3p	RER1	0.368
hsa-miR-346	RER1	0.211
hsa-miR-21-5p	RER1	0.018
hsa-miR-197-3p	RER1	0.16
hsa-miR-197-3p	NPHP1	0.194
hsa-miR-5582-3p	RER1	0.021
hsa-miR-4786-5p	NPHP1	0.069
hsa-miR-4786-5p	RER1	0.221
hsa-miR-4786-5p	DDX47	0.087
hsa-miR-205-3p	RER1	0.214
hsa-miR-513c-5p	RER1	0.255
hsa-miR-513c-5p	NPHP1	0.077
hsa-miR-8066	RER1	0.367
hsa-miR-8066	NPHP1	0.001
hsa-miR-145-5p	RER1	0.254
hsa-miR-5693	DDX47	0.31
hsa-miR-5693	NPHP1	0.117
hsa-miR-5693	RER1	0.08
hsa-miR-4801	RER1	0.101
hsa-miR-4780	RER1	0.18
hsa-miR-3935	RER1	0.072
hsa-miR-602	RER1	0.044
hsa-miR-2355-5p	RER1	0.49
hsa-miR-4252	RER1	0.799
hsa-miR-4252	DDX47	0.269
hsa-miR-4252	NPHP1	0.134
hsa-miR-4768-3p	RER1	0.471
hsa-miR-4768-3p	DDX47	0.452
hsa-miR-4768-3p	NPHP1	0.149
hsa-miR-552-5p	RER1	0.435
hsa-miR-668-5p	RER1	0.219
hsa-miR-668-5p	DDX47	0.528
hsa-miR-668-5p	NPHP1	0.39
hsa-miR-5582-5p	NPHP1	0.17
hsa-miR-5582-5p	RER1	0.002
hsa-miR-6124	RER1	0.137
hsa-miR-6124	NPHP1	0.389
hsa-miR-6124	DDX47	0.272
hsa-miR-4453	DDX47	0.136
hsa-miR-4453	NPHP1	0.422
hsa-miR-4453	RER1	0.846
hsa-miR-3689b-3p	RER1	0.324
hsa-miR-3689b-3p	NPHP1	0.129
hsa-miR-433-3p	NPHP1	0.099
hsa-miR-433-3p	RER1	0.244
hsa-miR-187-5p	RER1	0.203
hsa-miR-187-5p	NPHP1	0.283
hsa-miR-1293	NPHP1	0.097
hsa-miR-1293	RER1	0.488
hsa-miR-613	NPHP1	0.141
hsa-miR-613	RER1	0.7
hsa-miR-6830-5p	NPHP1	0.034
hsa-miR-4749-3p	RER1	0.608
hsa-miR-4749-3p	NPHP1	0.7
hsa-miR-4749-3p	DDX47	0.044
hsa-miR-1225-3p	RER1	0.242
hsa-miR-1225-3p	NPHP1	0.013
hsa-miR-4643	NPHP1	0.079
hsa-miR-4643	RER1	0.171
hsa-miR-6850-3p	NPHP1	0.024
hsa-miR-6850-3p	RER1	0.859
hsa-miR-302d-3p	RER1	0.099
hsa-miR-210-3p	RER1	0.196
hsa-miR-210-3p	DDX47	0.158
hsa-miR-210-3p	NPHP1	0.237
hsa-miR-6762-5p	RER1	0.198
hsa-miR-3177-3p	RER1	0.136
hsa-miR-3177-3p	DDX47	0.788
hsa-miR-3177-3p	NPHP1	0.069
hsa-miR-4687-5p	NPHP1	0.018
hsa-miR-4687-5p	RER1	0.16
hsa-miR-2682-5p	RER1	0.041
hsa-miR-2682-5p	NPHP1	0.077
hsa-miR-2682-5p	DDX47	0.548
hsa-miR-520f-3p	NPHP1	0.029
hsa-miR-656-5p	RER1	0.215
hsa-miR-656-5p	NPHP1	0.133
hsa-miR-5197-3p	NPHP1	0.044
hsa-miR-548av-5p	NPHP1	0.258
hsa-miR-548av-5p	RER1	0.084
hsa-miR-6827-3p	RER1	0.19
hsa-miR-6827-3p	NPHP1	0.023
hsa-miR-518d-5p	NPHP1	0.025
hsa-miR-637	NPHP1	0.023
hsa-miR-637	RER1	0.091
hsa-miR-4740-5p	RER1	0.482
hsa-miR-4740-5p	NPHP1	0.174
hsa-miR-7108-5p	RER1	0.633
hsa-miR-7108-5p	NPHP1	0.067
hsa-miR-6887-5p	RER1	0.01
hsa-miR-6887-5p	NPHP1	0.034
hsa-miR-520b	RER1	0.161
hsa-miR-3690	NPHP1	0.014
hsa-miR-34b-5p	RER1	0.203
hsa-miR-6786-3p	RER1	0.051
hsa-miR-645	RER1	0.478
hsa-miR-645	NPHP1	0.245
hsa-miR-645	DDX47	0.152
hsa-miR-3975	DDX47	0.137
hsa-miR-17-5p	RER1	0.023
hsa-miR-4524b-3p	NPHP1	0.157
hsa-miR-4524b-3p	RER1	0.826
hsa-miR-4524b-3p	DDX47	0.619
hsa-miR-6895-3p	NPHP1	0.003
hsa-miR-6895-3p	RER1	0.204
hsa-miR-6873-5p	NPHP1	0.012
hsa-miR-6873-5p	RER1	0.257
hsa-miR-4674	RER1	0.451
hsa-miR-4674	NPHP1	0.102
hsa-miR-3200-5p	NPHP1	0.042
hsa-miR-2909	NPHP1	0.086
hsa-miR-2909	RER1	0.209
hsa-miR-4730	NPHP1	0.155
hsa-miR-4730	RER1	0.08
hsa-miR-3681-5p	RER1	0.071
hsa-miR-3681-5p	DDX47	0.03
hsa-miR-6876-5p	RER1	0.182
hsa-miR-6876-5p	DDX47	0.256
hsa-miR-6876-5p	NPHP1	0.061
hsa-miR-302b-3p	NPHP1	0.196
hsa-miR-302b-3p	RER1	0.086
hsa-miR-92b-3p	RER1	0.07
hsa-miR-3140-5p	NPHP1	0.093
hsa-miR-3140-5p	RER1	0.149
hsa-miR-3680-5p	RER1	0.05
hsa-miR-6506-3p	RER1	0.047
hsa-miR-3187-3p	RER1	0.828
hsa-miR-3187-3p	NPHP1	0.112
hsa-miR-5089-3p	NPHP1	0.206
hsa-miR-5089-3p	RER1	0.034
hsa-miR-3977	RER1	0.154
hsa-miR-5682	NPHP1	0.202
hsa-miR-5682	RER1	0.122
hsa-miR-377-5p	DDX47	0.211
hsa-miR-377-5p	NPHP1	0.106
hsa-miR-4695-3p	RER1	0.276
hsa-miR-4695-3p	NPHP1	0.07
hsa-miR-562	RER1	0.253
hsa-miR-4328	NPHP1	0.607
hsa-miR-4328	RER1	1.264
hsa-miR-4328	DDX47	0.636
hsa-miR-202-3p	NPHP1	0.2
hsa-miR-202-3p	RER1	0.052
hsa-miR-5196-3p	NPHP1	0.096
hsa-miR-5196-3p	RER1	0.381
hsa-miR-4314	NPHP1	0.306
hsa-miR-4314	RER1	0.028
hsa-miR-4314	DDX47	1.177
hsa-miR-3681-3p	NPHP1	0.033
hsa-miR-3681-3p	RER1	0.359
hsa-miR-2114-3p	RER1	0.215
hsa-miR-2114-3p	NPHP1	0.084
hsa-miR-615-5p	NPHP1	0.421
hsa-miR-3677-3p	RER1	0.265
hsa-miR-3677-3p	NPHP1	0.027
hsa-miR-138-1-3p	RER1	0.177
hsa-miR-138-1-3p	NPHP1	0.106
hsa-miR-4641	RER1	0.128
hsa-miR-370-5p	RER1	0.117
hsa-miR-370-5p	NPHP1	0.236
hsa-miR-370-5p	DDX47	0.357
hsa-miR-6760-3p	RER1	0.311
hsa-miR-6760-3p	NPHP1	0.038
hsa-miR-7162-5p	RER1	0.957
hsa-miR-7162-5p	NPHP1	0.385
hsa-miR-1237-5p	RER1	0.237
hsa-miR-1237-5p	DDX47	0.067
hsa-miR-4421	RER1	0.158
hsa-miR-4421	NPHP1	0.064
hsa-miR-3195	RER1	1.035
hsa-miR-3195	DDX47	0.514
hsa-miR-193a-5p	NPHP1	0.128
hsa-miR-193a-5p	RER1	0.43
hsa-miR-193a-5p	DDX47	0.746
hsa-miR-4486	RER1	1.089
hsa-miR-4486	NPHP1	1.237
hsa-miR-4486	DDX47	0.953
hsa-miR-4534	NPHP1	0.605
hsa-miR-4534	RER1	0.586
hsa-miR-2278	NPHP1	0.084
hsa-miR-2278	RER1	0.117
hsa-miR-892c-5p	NPHP1	0.018
hsa-miR-892c-5p	RER1	0.175
hsa-miR-892c-5p	DDX47	0.169
hsa-miR-1179	NPHP1	0.084
hsa-miR-1179	DDX47	0.783
hsa-miR-6834-3p	NPHP1	0.217
hsa-miR-380-5p	NPHP1	0.145
hsa-miR-380-5p	RER1	0.136
hsa-miR-380-5p	DDX47	0.232
hsa-miR-6759-3p	RER1	0.048
hsa-miR-6759-3p	NPHP1	0.07
hsa-miR-6759-3p	DDX47	0.288
hsa-miR-19b-1-5p	RER1	0.17
hsa-miR-19b-1-5p	NPHP1	0.006
hsa-miR-744-5p	DDX47	0.258
hsa-miR-744-5p	RER1	0.323
hsa-miR-744-5p	NPHP1	0.083
hsa-miR-26a-2-3p	NPHP1	0.282
hsa-miR-26a-2-3p	RER1	0.296
hsa-miR-3605-3p	RER1	0.303
hsa-miR-3605-3p	NPHP1	0.031
hsa-miR-34a-3p	RER1	0.094
hsa-miR-4677-3p	RER1	0.004
hsa-miR-4677-3p	NPHP1	0.056
hsa-miR-758-3p	NPHP1	0.032
hsa-miR-758-3p	RER1	0.127
hsa-miR-3122	NPHP1	0.052
hsa-miR-6732-5p	RER1	0.141
hsa-miR-6732-5p	NPHP1	0.062
hsa-miR-4274	RER1	0.325
hsa-miR-4274	NPHP1	0.079
hsa-miR-598-5p	NPHP1	0.101
hsa-miR-598-5p	RER1	0.04
hsa-miR-4465	RER1	0.229
hsa-miR-4465	NPHP1	0.057
hsa-miR-548ar-3p	RER1	0.306
hsa-miR-4690-3p	RER1	0.336
hsa-miR-202-5p	NPHP1	0.051
hsa-miR-202-5p	RER1	0.333
hsa-miR-378d	NPHP1	0.335
hsa-miR-378d	RER1	0.492
hsa-miR-6511a-5p	NPHP1	0.05
hsa-miR-6511a-5p	DDX47	0.13
hsa-miR-6511a-5p	RER1	0.097
hsa-miR-1267	NPHP1	0.059
hsa-miR-1267	RER1	0.376
hsa-miR-6730-3p	RER1	0.103
hsa-miR-6730-3p	NPHP1	0.013
hsa-miR-4671-5p	NPHP1	0.015
hsa-miR-920	DDX47	0.496
hsa-miR-920	NPHP1	0.782
hsa-miR-920	RER1	0.517
hsa-miR-6826-5p	RER1	0.043
hsa-miR-6826-5p	NPHP1	0.008
hsa-miR-5092	RER1	0.148
hsa-miR-5092	NPHP1	0.04
hsa-miR-516a-3p	NPHP1	0.1
hsa-miR-516a-3p	RER1	0.244
hsa-miR-548b-5p	NPHP1	0.13
hsa-miR-548b-5p	DDX47	0.358
hsa-miR-518e-5p	NPHP1	0.031
hsa-miR-205-5p	RER1	0.084
hsa-miR-205-5p	DDX47	0.002
hsa-miR-205-5p	NPHP1	0.227
hsa-miR-593-3p	NPHP1	0.348
hsa-miR-593-3p	DDX47	0.837
hsa-miR-593-3p	RER1	0.767
hsa-miR-6836-5p	NPHP1	0.138
hsa-miR-6836-5p	RER1	0.275
hsa-miR-6836-5p	DDX47	0.074
hsa-miR-6515-5p	DDX47	0.079
hsa-miR-6515-5p	NPHP1	0.099
hsa-miR-6515-5p	RER1	0.147
hsa-miR-653-5p	NPHP1	0.19
hsa-miR-653-5p	RER1	0.085
hsa-miR-6503-5p	NPHP1	0.103
hsa-miR-6503-5p	RER1	0.021
hsa-miR-6504-5p	NPHP1	0.103
hsa-miR-6504-5p	DDX47	0.19
hsa-miR-6504-5p	RER1	0.303
hsa-miR-627-5p	NPHP1	0.079
hsa-miR-3618	RER1	0.163
hsa-miR-5186	RER1	0.208
hsa-miR-5186	NPHP1	0.07
hsa-miR-5186	DDX47	0.651
hsa-miR-210-5p	RER1	0.158
hsa-miR-210-5p	NPHP1	0.278
